Date,High,Low,Open,Close,Volume
2015-12-22,770.34,761.2,764.27,767.13,1814253
2015-12-21,766.35,754.15,763.05,760.8,1737946
2015-12-18,774.14,756.59,767.23,756.85,3374853
2015-12-17,781.59,769.3,781.16,769.83,1823211
2015-12-16,781.5,757.045,766.57,776.59,2651259
2015-12-15,774.75,758,767.79,760.09,2461633
2015-12-14,764.15,736.26,751.26,762.54,2698393
2015-12-11,757.44,748.65,749,750.42,2156617
2015-12-10,766.0655,755,763.59,760.04,1620898
2015-12-09,776.0926,752.0066,771.1,762.55,2311713
2015-12-08,778.65,762.52,764.5,775.14,1553155
2015-12-07,781,766.72,780.06,772.99,1825712
2015-12-04,782.42,765.51,769.71,779.21,2489157
2015-12-03,784.48,762.45,780.56,768.2,2094623
2015-12-02,793.0475,776.43,785.25,777.85,2335118
2015-12-01,785,765.95,766.94,783.79,2016443
2015-11-30,775.03,761.12,771.87,762.85,1611922
2015-11-27,774,767.0001,769.16,771.97,722320
2015-11-25,773,766.53,771.69,769.26,1180083
2015-11-24,775.99,758.11,772.96,769.63,2391171
2015-11-23,782.9,773.51,777.47,776.7,1732340
2015-11-20,779.318,764.1,769.3,777,2772642
2015-11-19,763.23,757.23,759.78,759.94,1403664
2015-11-18,761.1,747.39,749.57,760.01,1809897
2015-11-17,754.95,744.05,752.47,745.98,1941187
2015-11-16,751.71,734.33,740.21,750.42,2531896
2015-11-13,755.33,739.47,754.04,740.07,2406131
2015-11-12,765.799,755.86,760.18,756.53,1768372
2015-11-11,769.08,759.75,762.38,765.25,2093422
2015-11-10,760.6,748.41,753.48,758.26,1489851
2015-11-09,763.3,749.11,758.52,754.77,1776667
2015-11-06,763.022,755.03,759.39,761.6,1675784
2015-11-05,766.35,757.47,758.81,760.67,2272684
2015-11-04,759.9,749.2,749.9,755.31,2087911
2015-11-03,751.698,741.16,745.43,748.82,1814805
2015-11-02,748.18,731.45,737.88,747.74,1994264
2015-10-30,746.31,736.53,745.56,737.39,1997533
2015-10-29,746.79,735.16,736.63,744.85,1824574
2015-10-28,737.37,727.27,733,736.92,1967439
2015-10-27,735.9642,724.135,726.57,732.82,1936404
2015-10-26,734.95,720.02,720.02,731.12,2411726
2015-10-23,752.5,717.94,750.06,719.33,6330015
2015-10-22,688.0499,671.7,675.44,681.14,4360204
2015-10-21,684.9,670.7,683.21,671.8,1604735
2015-10-20,698,673.68,697.89,680,2619471
2015-10-19,700.2397,692.21,694,699.95,1502651
2015-10-16,696.22,689.1,695.4,695.32,1815517
2015-10-15,694.16,684.39,685.25,693.02,2355459
2015-10-14,690.04,678.9,683.73,680.41,1563983
2015-10-13,688.46,673.108,674.26,683.17,2115479
2015-10-12,677.98,667.24,669.19,676.43,1331892
2015-10-09,674.085,662.36,667.49,671.24,1604461
2015-10-08,671.89,654.49,669.45,667,1963318
2015-10-07,678.74,658.11,677.4,670,2188886
2015-10-06,678.8,663.0823,669.35,671.64,2156640
2015-10-05,673.0275,655.87,661.6,671.68,1896277
2015-10-02,658.2555,633.5,638.01,656.99,2434071
2015-10-01,643.84,631.115,637.94,642,2117079
2015-09-30,639.31,629.15,631.83,638.37,2644953
2015-09-29,634.68,618.03,625.5,622.61,2106411
2015-09-28,642.85,617.84,639.05,624.25,2372041
2015-09-25,658.58,639.655,658.58,640.15,2421258
2015-09-24,656.7699,642.165,648.97,654.91,1933343
2015-09-23,660.28,650.7301,652.9,653.29,1455506
2015-09-22,658.82,645.03,657.47,653.2,2714760
2015-09-21,669,658,665.51,666.98,1908296
2015-09-18,669.84,660.03,665.06,660.92,3622426
2015-09-17,681.99,665,667.49,671.67,2372191
2015-09-16,668.0699,662.2,665.55,665.52,1311353
2015-09-15,668.85,653.34,656.71,665.07,1776383
2015-09-14,655.92,649.501,655.63,652.47,1497577
2015-09-11,655.31,647.41,650.21,655.3,1744371
2015-09-10,654.9,641.7,643.9,651.08,1387402
2015-09-09,657.36,640.9,651.88,643.41,2046496
2015-09-08,645.04,632.9,641,643.88,1952855
2015-09-04,634.5,626.5,629.7,628.96,2021368
2015-09-03,651.25,633.8073,647.93,637.05,1726636
2015-09-02,645.057,630.64,638,644.91,1876564
2015-09-01,644.44,625.06,633.81,629.56,2572229
2015-08-31,664.41,646.35,654.34,647.82,1939177
2015-08-28,667,653.75,665.76,659.69,1937829
2015-08-27,673.9799,651.1,671.99,667.96,2943990
2015-08-26,662.48,630.37,643.1,659.74,4292376
2015-08-25,647,611.67,646.468,612.47,3565971
2015-08-24,644.33,593.09,600.6,618.11,6472137
2015-08-21,672.89,643.104,671.04,644.03,4525625
2015-08-20,696.16,675.2801,689.1,679.48,2885476
2015-08-19,700.2,686.8,690.11,694.04,2507033
2015-08-18,695.7568,685.32,691.07,688.73,1385267
2015-08-17,694.74,683.06,688.04,694.11,1231922
2015-08-14,692.26,682.9,684.04,689.37,1379730
2015-08-13,694.03,682.18,689.2,686.51,1812741
2015-08-12,696,680.51,694.49,691.47,2926164
2015-08-11,704,684.32,699.58,690.3,5472566
2015-08-10,671.62,660.23,667.09,663.14,1587541
2015-08-07,668.795,658.87,667.78,664.39,1376441
2015-08-06,674.75,660.73,673.99,670.15,2031876
2015-08-05,679.91,665.5827,665.75,673.29,1821862
2015-08-04,668,660.51,664.34,661.28,1306378
2015-08-03,666.67,657.66,657.66,664.72,1561711
2015-07-31,664.9999,657.2,664.7,657.5,1744458
2015-07-30,668.05,651.69,657.44,664.56,1979981
2015-07-29,663.33,652.84,662.26,661.43,1835632
2015-07-28,664.1,653.41,661.76,659.66,1718071
2015-07-27,667.07,651.55,651.57,658.27,2917862
2015-07-24,677.79,653.18,676.77,654.77,4127302
2015-07-23,696.07,671.59,691.85,674.73,3738692
2015-07-22,713.33,691.62,694.02,695.1,4132750
2015-07-21,705.6,684.15,684.88,695.35,3764433
2015-07-20,697.8,681.77,688.98,692.84,5116327
2015-07-17,703,678,680,699.62,12846880
2015-07-16,604.5,587.92,589.5,601.78,5401450
2015-07-15,588.69,580.21,583.74,583.96,2067590
2015-07-14,589.7087,574.17,574.5,584.18,3710928
2015-07-13,572.85,558.7,559.51,571.73,2085866
2015-07-10,559.29,552,553.71,556.11,2169406
2015-07-09,548.88,544.62,548.65,544.65,1485579
2015-07-08,548.28,541.2,545.6,541.7,1380910
2015-07-07,551,539.85,547.43,550.03,1678926
2015-07-06,548.58,542.095,542.25,545.62,1277899
2015-07-02,548,543.57,544.74,547.34,1406198
2015-07-01,545.81,539.76,543.66,543.3,1536068
2015-06-30,545.9,539.54,545.09,540.04,1724359
2015-06-29,550.9,540.24,546.75,541.25,1880383
2015-06-26,560,551.85,559.71,553.06,2183443
2015-06-25,563.14,557.455,560.3,557.95,1335133
2015-06-24,562.64,556.81,562.48,558.57,1442149
2015-06-23,564.9,557.15,559.79,563.39,1568936
2015-06-22,565.61,558.91,559.41,559.68,1735267
2015-06-19,557.91,552.258,556.52,557.52,2961487
2015-06-18,557.25,548,548,556.18,2058702
2015-06-17,548.36,541.81,545.42,546.6,1216067
2015-06-16,546.69,541.5724,544.48,544.87,1625462
2015-06-15,544.05,539.21,542.73,543,1357406
2015-06-12,548.85,545.63,547.15,547.47,1272112
2015-06-11,554.83,549.17,554.49,550.04,1287655
2015-06-10,554.78,545.11,545.7,552.6,1512572
2015-06-09,544.84,538.8506,543.42,542.16,1496543
2015-06-08,549.87,542.95,549.61,543.48,1366108
2015-06-05,553.33,547.384,552,549.53,1218634
2015-06-04,555.96,549.12,552.18,551.69,1316279
2015-06-03,557.99,552.15,555.1,555.29,1333465
2015-06-02,558.79,546.55,547.43,553.95,1592575
2015-06-01,550.57,543.58,548.73,549.21,1653245
2015-05-29,553.94,545.04,553.2,545.32,2158011
2015-05-28,555.76,550.8,553.79,554.18,1177318
2015-05-27,555.29,546.5813,548.68,554.25,1742062
2015-05-26,553.3305,542.97,552.58,547.19,1866458
2015-05-22,558.24,553.62,554.46,554.52,1209496
2015-05-21,557.61,549.301,550.2,556.81,1707151
2015-05-20,556.065,545.1,550.92,552.51,1540493
2015-05-19,553.4,547.12,548,549.28,2354545
2015-05-18,548.34,542.25,543.82,546.67,1333895
2015-05-15,550.6,542.5,550.39,546.49,1669028
2015-05-14,549.69,542.5,543.97,549.2,1583182
2015-05-13,543.84,538.98,540.47,539.49,1211630
2015-05-12,542.961,535,542.81,538.73,1762653
2015-05-11,553.3699,545.6,548.49,545.78,1091503
2015-05-08,552.8,548.03,548.87,548.95,1411047
2015-05-07,545.2,533.45,535.9,542.04,1590003
2015-05-06,543.93,532.235,542.64,535.08,1948741
2015-05-05,552.61,542.37,550.16,543.045,1422862
2015-05-04,556.69,547.39,550.99,552.84,1750805
2015-05-01,551.22,543.85,550.51,551.16,1730758
2015-04-30,561.11,546.72,558.56,548.77,2359357
2015-04-29,565.84,559,560.51,561.39,1680892
2015-04-28,567.83,560.96,564.32,564.37,1859750
2015-04-27,575.52,562.3,572.77,566.12,2398657
2015-04-24,584.7,568.35,580.05,573.66,4608117
2015-04-23,561.17,550.08,550.41,557.46,3832155
2015-04-22,551,541.32,543.06,549.18,1588353
2015-04-21,547.7745,542.21,546.31,542.925,1456074
2015-04-20,545.8,533.35,533.75,544.53,1925377
2015-04-17,539.8,529,537.31,532.74,2458770
2015-04-16,545.229,538.1,538.35,543.52,1582777
2015-04-15,543.19,532.37,537.96,541.04,2345682
2015-04-14,546.57,535.74,546.57,539.78,2357586
2015-04-13,553.27,546.3,547.05,548.64,1466277
2015-04-10,549.85,544.98,549.57,548.54,1305197
2015-04-09,549.37,541.951,549.21,548.02,1617785
2015-04-08,551.5,546,546,548.84,1419291
2015-04-07,550.16,543.585,544.99,544.86,1365906
2015-04-06,545.54,535.7,538.84,543.95,1684445
2015-04-02,548,540.44,547.41,541.31,2387229
2015-04-01,558.5,546.03,554.83,549.49,1936432
2015-03-31,562.45,554.67,557.94,554.7,1746223
2015-03-30,562.16,556.79,560.25,561.135,1238950
2015-03-27,564.066,556.93,561.83,557.55,1725780
2015-03-26,567.19,558.31,564.65,563.64,2489407
2015-03-25,580.07,567,577.57,567,2652778
2015-03-24,581.88,568.09,568.54,577.54,3952003
2015-03-23,569.6399,563.06,566,565.37,1501661
2015-03-20,567.1,564.48,566.71,564.95,2212764
2015-03-19,566.96,562.12,564.52,563.67,1230348
2015-03-18,566.51,553.5,557.73,566.16,1762169
2015-03-17,560.64,554.41,558.29,557.61,1443991
2015-03-16,563.75,551.32,556.93,561.64,1840931
2015-03-13,564.36,550.33,559.23,553,1769482
2015-03-12,561.84,555.53,558.48,561.17,1779635
2015-03-11,564.18,555.41,559.8,555.69,2025341
2015-03-10,569.762,559.82,568.475,559.85,2002985
2015-03-09,575.45,569.05,570.92,574.1,1174148
2015-03-06,582.78,572.06,582,572.9,1877842
2015-03-05,583.2,578.23,579.62,581.435,1795117
2015-03-04,581.63,572.52,576.97,578.33,1897566
2015-03-03,580.85,570.5,576.35,578.795,2526019
2015-03-02,575.99,563.15,567,575.02,2515699
2015-02-27,569.42,557.03,558.15,562.63,3414672
2015-02-26,560.1299,545.09,545.74,559.29,2700734
2015-02-25,549.57,538.01,538.44,547.33,2041250
2015-02-24,539.4,531,531.55,538.65,1421363
2015-02-23,539.3,532,539,535,1642529
2015-02-20,547.58,538.1,547.58,541.8,1911661
2015-02-19,546.86,540.75,542.47,546.45,1541664
2015-02-18,547.55,539.55,543.82,542.65,1462015
2015-02-17,553,543.26,551.16,545.01,1957516
2015-02-13,552.54,546.6,547.51,551.16,2298660
2015-02-12,548.34,537,539.66,546.01,2427255
2015-02-11,541.95,536,539.73,538,1914093
2015-02-10,541,529.1725,532.15,540.16,2367572
2015-02-09,533.88,527.55,531.06,529.28,1513810
2015-02-06,540.215,528.65,531.01,533.875,2144723
2015-02-05,530.69,525.64,527.93,529.83,1658557
2015-02-04,536.746,525.03,533.14,526.1,1692531
2015-02-03,537.45,526.81,529.94,533.3,2352437
2015-02-02,536.5,521.72,534.32,532.2,3765337
2015-01-30,543.1,518.18,519,537.55,6053660
2015-01-29,515.19,503.48,512.9,513.23,3889925
2015-01-28,525.69,512.35,525,512.43,1784237
2015-01-27,532.78,520.8612,531.4,521.19,1956292
2015-01-26,541.5,532.07,541.5,536.72,1546251
2015-01-23,545.41,535.7508,538.03,541.95,2295988
2015-01-22,538.84,521.91,523,537.3,2799380
2015-01-21,521.851,509.59,510.84,520.39,2316928
2015-01-20,515.61,509.37,512.77,509.94,2340379
2015-01-16,510.85,503.09,503.15,510.455,2482675
2015-01-15,509.75,502.01,508.89,504.01,2553978
2015-01-14,508.26,498.16,500.42,505.93,2633957
2015-01-13,508.6,497.26,502.57,501.8,3049845
2015-01-12,500.28,490.91,499.24,497.06,2855348
2015-01-09,508.6,498.65,508.18,500.72,2097137
2015-01-08,507.5,495.02,501.51,506.91,3661816
2015-01-07,511.49,503.65,510.95,505.15,2345062
2015-01-06,521.21,505.55,520.5,506.64,2727897
2015-01-05,527.9899,517.75,527.15,519.46,2054120
2015-01-02,535.8,527.88,532.6,529.55,1325271
